title,create_time,link,content,source,funding_round
天天拍车完成1亿美元的D1轮融资，由汽车之家投资,2018年06月07日10:37,http://news.trjcn.com/detail_193512.html,"投融界6月7日，二手车线上拍卖平台天天拍车宣布完成了1亿美元的D1轮融资，投资方为汽车之家。
据了解，天天拍车现有核心业务是二手车线上拍卖。在天天拍车平台上，专业买家参与线上竞拍，买卖双方无需来回看车砍价，出价最高者获得购买权，车主享受全国意义上的最高价，多卖钱、少操心，二手车最快一天就能卖掉。
 
天天拍车提供数据显示，目前其在上海、北京、广州等40多个城市设有服务门店，最高月成交量接近2万台。预计到2020年，天天拍车可实现年成交量100万台。天天拍车也是二手车跨区域流通平台，二手车转籍交易占比达到总业务量的60%以上。
据介绍，本轮融资完成后，天天拍车业务范围将进一步扩张到更多城市，提升运营效率和用户体验，从运营服务、产品技术、品牌口碑等多方面构建竞争壁垒，并向二手车产业链上下游延伸服务，在二手车零售、二手车金融等领域进行拓展。
汽车之家方面表示，此次战略投资，除了汽车之家对天天拍车商业模式的认可、资源的互相补充，更重要的是双方的理念契合——共同推进二手车行业健康、可持续发展。除了1亿美金投资之外，未来汽车之家还有权利发起另外6500万美金的可转债投资，双方将持续加强合作，在产业链上共同延伸，促进二手车消费市场全面升级。
融资方面，2015年，天天拍车获得易车网、腾讯、软银中国、海纳亚洲及方广资本等7300万美元A+B轮融资。随后，天天拍车曾于2017年完成1.8亿美元C轮融资，投资方为兴业银行、高达、汉富、易车、腾讯等。
(系本文编辑转载，来自搜狐科技，目的在于传递更多信息，并不代表本网对其真实性负责。文章系作者个人观点，不代表投融界立场。如内容、图片有任何版权问题，请联系我们。)",搜狐科技,D1轮
宝宝树获得新一轮融资，由阿里巴巴投资，公司估值达到140亿元,2018年06月05日09:32,http://news.trjcn.com/detail_193468.html,"投融界6月5日消息，国内育儿网站宝宝树正式宣布与阿里巴巴集团达成资本战略合作。新一轮融资完成后，宝宝树估值达到约140亿元人民币。
宝宝树是比较受关注的育儿网站，瞄准的是快速增长的6000万中国上网父母以及由此辐射到的价值540亿美金的孕婴童经济规模，通过为父母提供高质量，多类型的线上及线下服务。
 
宝宝树创始人兼CEO王怀南表示，在复星、好未来等一系列战略合作伙伴的大力推动下，宝宝树获得了高速发展，而此次引入阿里巴巴集团，无疑将对于宝宝树商业能量的全面释放，赋予更加强劲的动力。
宝宝树于2007年成立，早期业务为PC团母婴社区。2013年后，公司转型移动端市场，围绕母婴人群建立移动社区、电商平台、母婴服务及早期教育平台。公司于2007年获得经纬海外1000万美元A轮融资，并于次年再次获得经纬中国与经纬海外参投1000万美元融资。在获得此次投资之前，宝宝树于2016年7月完成D轮30亿元融资，参投机构包括复星集团、好未来、晨山资本等。
阿里巴巴方面表示，宝宝树作为阿里巴巴在全球年轻家庭产业布局中的重要伙伴，双方将联手打造全球母婴消费服务生态圈，服务更多年轻家庭。
阿里巴巴和宝宝树方面并未透露具体融资数额与股份占比。
通过此次融资，双方同时将在电商、C2M、广告营销、知识付费、新零售、线上线下母婴场景等多个层面的大规模深层合作。
(系本文编辑转载，来自新浪科技，目的在于传递更多信息，并不代表本网对其真实性负责。文章系作者个人观点，不代表投融界立场。如内容、图片有任何版权问题，请联系我们。)",新浪科技,轮
共享单车初创公司Limebike完成2.5亿美元融资，由谷歌领投,2018年06月08日09:31,http://news.trjcn.com/detail_193531.html,"8日获悉，总部位于硅谷的共享单车初创公司Limebike完成一轮2.5亿美元融资，本轮投资GV领投（Google 
Venture谷歌风投），谷歌母公司Alphabet也参与投资Lime，布局共享短途出行平台。此轮投资者还有著名风投Andreesen 
Horowitz，Coatue，雅虎创始人杨致远等现有投资人跟投。
 
Lime成立仅仅一年半，已融资4轮，累计金额超过3.8亿美金。
Lime是全球第一家也是唯一一家运营3种无桩共享出行产品的公司，包括电动滑板车、电动自行车、自行车，也是美国最大的短途出行共享平台，自从2017年6月在美国上线第一个城市之后，飞速发展，平均每周开城1-2个，迄今已签约了90多个美国和欧洲市场(包括70多个城市和20多所大学)，其中超过60%拥有独家运营资格。服务数百万用户，总用户是ofo在美国的近两倍，Mobike美国的接近五倍。和美国本土竞争对手Bird、Spin、Jump等相比，用户数是对手的3-10倍。
Lime联合创始人兼CEO Toby Sun表示：“Lime的愿景是打造最大、最便利的共享短途出行平台，解决最后1-3英里的通勤挑战，高效连接人与线下场景。Lime拥有独一无二中西合璧的团队，建立了来自中国最强的供应链和硬件制造能力，同时根据美国市场特点，搭建了一个非常本地化的运营、政府关系、市场团队，让我们在产品迭代上、独家合作的政府关系、数量和速度上都超出竞争对手，领先市场提供最广泛和最优质的服务。谷歌将会是Lime在全球范围内最强有力的合作伙伴，不仅在资本上有雄厚基础，而且在技术协同、地图整合、LBS本地服务、大数据合作，全球化拓展上会帮助Lime更上一个台阶”。
公司已经整体营收平衡，将近一半的运营城市实现盈利。共享滑板车自年初推出以来，受到美国民众热烈追捧，Lime是第一个在美国旧金山、华盛顿、迈阿密投放共享滑板车的出行平台，运营效率非常高，每辆滑板车每天使用次数在8-12次之间。此外年初推出的共享电动自行车也非常符合美国主要城市多山丘陵的地貌。Lime是第一个在西雅图投放电动自行车的公司，目前在西雅图市场拥有超过60%的市场份额。在美国市场，Lime在电滑板车、电动自行车及自行车类别都有最多的车辆部署和最多的市场，月增长率平均接近30%。本轮融资结束，Lime还将持续扩大在美国市场的领先优势和市场份额，同时会开始海外扩张，进入全球其他主要市场。
(系本文编辑转载，来自腾讯，目的在于传递更多信息，并不代表本网对其真实性负责。文章系作者个人观点，不代表投融界立场。如内容、图片有任何版权问题，请联系我们。)",腾讯,未透露
快手收购二次元鼻祖A站，开启去标签化行动,2018年06月08日16:42,http://news.trjcn.com/detail_193549.html,"2018年在短视频领域，抖音快速崛起，赶超短视频泰斗快手，由此短视频领域出现了“南抖音，北快手，这样的说法。
抖音相比于快手，更为年轻化，因为痘抖音视频效果更加炫酷，深受年轻人喜爱。而快手则具有很浓的乡土气息。尽管在短视频领域看到甜头的腾讯也想插一脚，但旗下的微视频却怎么也扶不起来。这就意味着，短视频领域，还是抖音和快手的战场。
 
近日，AcFun最终被短视频大佬快手全资收购，随后AcFun原东家中文在线发布公告，称中文在线已将A站全部权益转让给快手，转让价格为1.4亿元。
至此颠沛流离的Acfun十年间7次被转手，经历了奥飞中国、软银中国、优酷土豆和中文在线等众多资本介入之后，还想再活五百年的A站最终被快手接盘。
以娱乐短视频起家的快手，目前估值已经达到了180亿美元，为什么要收购估值仅仅15亿人民币的AcFun，为什么要收购成立多年一直处于亏损状态的A站，这是大部分吃瓜群众疑惑的地方。
去标签化的快手 
根据公开数据，去年11月AcFun的日活跃用户只剩160万，而去年1月这个数字是1200万。至于快手，作为国内短视频领域唯二巨头，注册用户已经多达七亿，其中日活用户达到1.04亿，以快手的用户体量来说，收购AcFun绝不可能是因为A站那一百多万二次元用户。
既然不是为了用户收购，那AcFun对于快手而言唯一有吸引力的就是A站富有趣味性的内容，而A站偏向二次元的视频内容，正好可以弥补快手一直被人诟病的“土嗨”、“恶趣味”以及吸引更多关注二次元的青少年用户，补全快手在用户覆盖性上的不足。
一直以来，人们对快手的印象就是社会摇、喊麦这些四五线乡镇用户，而收购AcFun正式快手去标签化的一个举动。对于快手而言，能够通过A站高质量的二次元内容，吸纳到一二线城市的边缘用户，才是这笔收购最大的意义。
A站该何去何从 
快手去标签化的收购，对于A站用户而言，最怕的就是A站将会变成下一个快手，不过快手也发布声明，称A站将会保持独立运营，在内容上不会有过多干涉。在内容方面A站用户可以放心，虽然快手的收购势必会影响到A站的内容侧重，但快手绝不会通过收购将A站打造成下一个快手，毕竟160万的日活用户，对于快手自身业务来说并没有那么重要，快手想要的还是多样化的用户群体。
但A站保持了二次元的内容氛围，在业务营收上势必会进行调整，因为这么多年A站多次易主，最直接的原因就是A站业务一直处于亏损状态。快手不是慈善企业，作为一家商业公司，快手不可能一直承受A站的亏损，A站势必会拓展更多变现模式，而坚持不投放广告的策略，很有可能退出A站的舞台。
虽然说A站一直坚持为了用户体验而不投放广告，但经历过几次关站后，用户都不能正常使用A站所提供的服务，没有广告的用户体验自然也无从谈起，所以为了保证用户的基本需求，A站投放广告已经是大势所趋。
除了投放广告，A站也很有可能推出直播版块和游戏服务，毕竟同样是主打二次元内容的哔哩哔哩动画(B站)，凭借广告、直播和游戏不仅成功上市，而且已经取得了近1亿人民币的盈利，有B站这个已经成功的模板，A站肯定会借鉴其较为成熟的商业模式。
其实不管是快手收购AcFun去标签化，还是AcFun未来在商业模式上会进行的转变，对于A站的用户而言都没有那么重要，最重要的是A站活了下来。
对于土味十足的快手来说，A站的入局能否给快手带来不一样的气息呢？快手又该如何借助A站脱去土味标签呢？就目前来看，快手去标签化是得需要一段时间。
（系本文编辑转载，来自搜狐，目的在于传递更多信息，并不代表本网赞同其观点和对其真实性负责。如内容、图片有任何版权问题，请联系我们！）",搜狐,未透露
获一汽、宁德时代等5亿美元B轮融资，拜腾宣布启用南京全球总部,2018年06月11日14:16,http://news.trjcn.com/detail_193563.html,"成立于2016年4月，拜腾的造车之路至今已走过了26个月。
从2017年9月7日确立品牌名“拜腾（Byton）”开始，戴雷和毕富康这对德国人组合在中国造电动汽车的步伐越来越快，新进展接连不断。
 
去年12月，这家公司位于硅谷的北美总部启用；1个月后的拉斯维加斯CES展上，其首款量产概念车“Byton Concept”全球亮相，引得广泛关注；今年4月，在北京国际车展前夕，这款拥有贯穿式共享体验屏的豪华SUV来到国内，同时还得到了中国一汽的资本支持。
6月11日，正值上海CES Asia开幕前夕，拜腾又在南京公布了两大重要进展：
其一，拜腾位于南京的全球总部正式启用，标志着这家公司以南京为中心的全球运营布局搭建完毕。目前，拜腾在全球范围内组建起了一支24人的高管团队。
其二，拜腾5亿美元B轮融资宣布完成，主要投资方包括中国一汽集团、启迪控股、宁德时代等。这笔资金将主要支持拜腾首款量产车的生产以及产品和技术研发等工作。
六朝古都南京，是拜腾总裁戴雷在中国求学的城市，最终也成为他与毕富康创业的根据地。
拜腾全球总部办公室位于南京市栖霞区，北临长江，紧靠红枫科技园，这里地处苏南国家自主创新示范区，将会有诸多高新技术企业聚集此地，不远处就有汽车零部件巨头博世的南京办公室。
离拜腾全球总部不到一个小时车程的徐庄软件园是国内电商巨头苏宁集团的总部所在地。据新智驾了解，目前，拜腾已经和苏宁方面成为了合作伙伴，未来会在电动汽车销售、充电服务以及共享出行等领域进行深入探索。此外，拜腾在去年8月拿下了一笔 2亿美元的新能源产业基金投资，该产业基金的背后也有苏宁。这样的地利，让南京成为拜腾的福地。
随着南京全球总部的启用，拜腾在全球多地的团队形成联动：南京为研发中心和生产基地；北京、上海和香港的办公室负责对外事务、市场、销售和设计、资本市场事务；硅谷和慕尼黑两地则是以研发和设计为主，包括车辆设计、用户界面设计和自动驾驶研发。
毋庸置疑，南京是拜腾的核心根据地，因为这里还有其车辆制造工厂。
去年1月，拜腾与南京经济技术开发区签署合作协议，共同建设高端智能电动汽车制造基地，总投资超过116亿元人民币，规划总产能为30万辆，分三期规划，第一期大概10万辆。去年9月8日，该工厂正式奠基。
趁着全球总部正式启用，拜腾也公布了南京工厂建设的最新进度：今年4月，工厂试制车间已经正式启用，首批工程试制样车已经下线，更多工程试制样车也将陆续下线，并将开展相关测试工作；今年10月，南京工厂冲压、焊接、涂装、总装四大工艺车间将完工，进行设备进驻。
按照计划，拜腾首款量产车型的预生产将在2019年上半年实现，并于2019年第四季度正式上市。
B轮5亿美元：中国一汽、宁德时代入局。
今年4月，北京国际车展开幕前夕，拜腾将Byton Concept带到国内，还宣布引进中国一汽作为战略投资方参与B轮融资，双方将在产品开发、生产、销售及服务等领域展开深入合作。
现在，B轮融资尘埃落定，总额5亿美元，中国一汽、启迪控股以及宁德时代投出了各自的支持票。对于中国一汽的入局，带来的绝对不只是资金那么简单，如此前分析的，拜腾将依托中国一汽解决电动汽车生产资质问题，至于最终会是何种形式，只能等待官方宣布。
有意思的是，作为国内电池研发制造领域的明星公司，宁德时代最终向拜腾押注，这是什么信号？要知道，国内诸多电动汽车品牌都在使用宁德时代的电池产品，当然，也包括拜腾。此次投资是否意味着宁德时代更为看好拜腾的未来？
拜腾A轮融资总额为2.4亿美元，期间一共有三次融资信息的公布。
包括2016年4月成立时，拿到的是腾讯、富士康与和谐集团共同成立的新能源汽车投资基金——和谐富腾的资金；到2016年底，拜腾获得和谐集团、力合汽车以及晋享集团的不知具体数额的投资；然后是2017年8月，拜腾拿到了2亿美元的产业基金投资，资方包括苏宁。
总的来看，A、B两轮，拜腾一共拿到了7.4亿美元的投资，当然，南京市经开区针对其工厂的建设也给予了大力支持。
在拜腾北美总部启用时，新智驾曾采访了拜腾联合创始人兼CEO毕富康，他当时表示，通常情况下，一家车企从创立到第一款车实现量产需要16至18亿美元的资金，其中包括工厂的建设等。“拜腾已经与南京市政府和江苏省政府建立了友好关系，我们的建设项目被列为重点项目，得到了很多支持。我们A轮融资是2.4亿美元，接下来还有B轮、C轮，到实现量产前，我们需要融资的额度少于10亿美元。”毕富康如实说。
从这点看，拜腾接下来依然需要在融资方面取得更多的进展，以保证接下来首款车型量产的顺利进行。
眼下，拜腾所处的“新造车运动”中，蔚来ES8已经开始交付、威马EX5公布了超低售价并开启预订、小鹏G3也完成了百辆级别的内部交付……
起步有些晚的拜腾，现在需要加速前进。
值得一提的是，拜腾豪华轿车概念车将于6月12日在上海全球首秀，并于6月13日CES Asia上正式亮相，这款车据称将“定义自动驾驶时代汽车设计的新美学”，我们拭目以待。
（系本文编辑转载，来自搜狐汽车，目的在于传递更多信息，并不代表本网赞同其观点和对其真实性负责。如内容、图片有任何版权问题，请联系我们！）",搜狐汽车,B轮
【猩便利】获蚂蚁金服战略投资，新一代无人零售智能设备“猩+”将出炉,2018年06月11日09:39,http://news.trjcn.com/detail_193552.html,"投融界6月11日消息，国内即时便利消费平台猩便利宣布获得蚂蚁金服战略投资，其他老股东悉数跟投。双方并未透露具体融资金额以及所占股份。除了资金外，蚂蚁金服还将向猩便利提供技术支持，包括生物识别技术、信用消费体系等其他资源。
 
同时，猩便利研发的全新一代无人零售智能设备“猩+”将陆续向市场推出。猩便利此次获得的战略投资资金，也将用于新型智能设备的生产和推广，以及后续进一步的平台、技术开发投入。
据猩便利透露，在运营一年的基础上，猩便利综合考虑了各种消费场景的特点，基于数据分析和对不同用户群体消费习惯的洞察，引入蚂蚁金服的技术支持，采用了生物识别技术，并接入信用消费体系，研发出全新的无人零售智能设备——猩+。这也意味着猩便利将对即时消费领域进行全面的智能化升级，为用户带去更为轻松、便捷、流畅的购物体验。
猩便利成立于2017年6月，2017年9月获得光速中国领投的近亿元天使轮投资，11月获得由红杉资本领投，华兴资本、元璟资本及其他老股东跟投的3.8亿元A1轮投资。
（系本文编辑转载，来自腾讯科技，目的在于传递更多信息，并不代表本网对其真实性负责。文章系作者个人观点，不代表投融界立场。如内容、图片有任何版权问题，请联系我们。）",腾讯科技,未透露
蚂蚁金服入局无人货架，战略投资猩便利,2018年06月12日17:44,http://news.trjcn.com/detail_193591.html,"6月11日，猩便利宣布获得蚂蚁金服战略投资，其余老股东跟投，未披露投资金额。数据显示，猩便利投后估值达40亿。此前陷入资金链断裂、大裁员风波的猩便利，可以暂时得到输血复活了。
 
猩便利主打无人值守便利架，定位于便利即时消费平台，是线上线下一体化的全新业态。
蚂蚁金服此番投资，让沉寂约半年的“无人货架”又热闹了起来。经过了疯狂扩张、激进混战，无人货架死得死、伤得伤。供应链管理混乱、盈利模式等问题暴露无遗。蚂蚁金服此时入局，究竟看中了猩便利的什么？无人货架真的是一门好生意么？
猩便利的“豪华”创始阵容 
猩便利2017年成立。其创始人吕广渝，曾任阿里巴巴集团副总裁、安居客集团COO、大众点评COO、美团点评到店综合事业群总裁。猩便利CEO司江华，此前一直担任美团点评休闲娱乐事业部总经理，曾任职于阿里巴巴，运营经验颇为丰富。
投资界有一句流传颇广的“行话”：“投项目，最终还是要投人。”这样豪华的创始团队，也吸引了相当豪华的投资阵容：创立初获光速中国创业投资基金领投（光速中国一向低调神秘，是途家、融360、运满满等知名创业公司的早期投资人。)，美团点评创始团队张涛、王兴等都在投资阵营之中。
无人零售优势 
猩便利从最开始就不甘心当一家“卖货”的公司。猩便利创始人吕广渝曾说，“我们不是一家‘卖货’的公司，而是通过技术和大数据等来革新传统的零售模式，再通过整合和分析反推到整个商业模式。”
猩便利所主营的无人货架，也是一种创新的零售体验。虽然历经行业大洗牌，但猩便利目前依旧有网点优势，处于头部梯队。此外，猩便利也在无人零售技术上有所布局。获得蚂蚁金服投资后，双方还宣布研发的全新一代无人零售智能设备“猩+”选点投放测试成功，并已陆续投放市场。
线下布局 
猩便利不满足于单纯的“无人零售”，还在上海等地开出了“有人便利店”。猩便利此前就宣称过，想要“超越7-11”。它的便利店在“购物体验”上也下足了一番功夫。
首先，门店是有IP形象的。卡通猩猩品牌形象“出没”于门口、店内包装陈设上。
在购物流程上，猩便利采用了全程手机扫码购物，顾客可以自行买单。购物时必须安装猩便利APP（店内提供免费Wi-Fi可供下载），门口及店内均贴注猩便利APP及购物流程。在顾客自助结账后，猩便利APP会自动生成离店码。完成二维码验证后，才可以离店。
在品类上，不仅有日韩爆款零食，还有品种丰富的自营鲜食、咖啡、奶茶。据《商业观察家》估测，猩便利鲜食占比近40%，供应量基本是全家、罗森、7-11等日式便利店的两倍。
猩便利在用户体验、商品选品、技术、供应链等零售核心环节的重构能力都有一定探索，而这些才是零售的门槛和护城河。想必这些新零售布局也是蚂蚁金服看中的重要因素。
（系本文编辑转载，来自搜狐，目的在于传递更多信息，并不代表本网赞同其观点和对其真实性负责。如内容、图片有任何版权问题，请联系我们！）",搜狐,未透露
「千鸟互联」宣布完成3800万A轮融资，成立六个月共计完成5600万融资,2018年06月19日09:43,http://news.trjcn.com/detail_193649.html,"近日，印刷包装领域的互联网公司「千鸟互联」宣布完成由青松基金领投、前海天禾文化基金跟投的3800万A轮融资。此前，千鸟互联已经获梅花创投领投、朱晔和孔毅个人跟投的800万Pre-A轮融资；及由广东文投领投的1000万天使轮融资。至此，千鸟互联成立六个月，公司共计完成5600万融资。
成立2017年11月，「千鸟互联」以印刷厂的废纸回收为切入点，以自营方式与客户签约、通过千鸟回收系统预约，而后完成上门回收、分拣、称重、出单、打包、销售等流程，构建了完整的回收方案。
 
传统废品回收的流程是这样：三轮车(上门揽收)-城市配送-回收中心(临时存储)-打包厂(分拣、打包)-造纸厂，造纸厂生产后卖给加工企业。中间环节多回收链条长，且管理无秩序，所以短斤少两、掺假注水是业界常态。
2015年曾涌现一批O2O回收企业，如九贝壳、再生活等，模型中最大的问题是低客单价、高物流成本导致难以盈利。如今的回收企业则纷纷转向2B——商户可以产生稳定的供给，且每次都可以回收几十、上百公斤废品，客单价更高，可以最大化分摊物流成本。目前「闲豆回收」、「笨哥哥」就是2B的回收企业。
相比于「闲豆回收」回收商场、超市、写字楼等废纸，「千鸟互联」切入的是更垂直的印刷包装厂，供纸量更集中。除了回收业务外，「千鸟互联」还想延伸到金融服务和原纸供应链服务。
印刷厂普遍面临着融资难的困境，因为制造业的收款往往有滞后性，在前期的设备采购、升级和印刷过程都需要印刷厂垫资。由此，「千鸟互联」想给包装印刷企业做金融服务，解决传统企业融资难的问题。
至于原纸供应链，「千鸟互联」则想打通印刷厂和造纸厂的通路。印刷厂的废纸由千鸟互联运送到造纸厂，而后将造纸厂的原纸供应给印刷厂，完成销售闭环。
目前「千鸟互联」的主要市场在广州，每个月保持100%增长，单月自营收入即将突破2000万，实现了全面盈利。
谈及核心优势，「千鸟互联」的创始人刘闻波认为，物流体系是其核心竞争力。刘闻波是「1号货的」创始人，在「1号货的」三年的创业过程中，已经打通了计划性物流和非计划性物流相互融合的智慧物流运营体系。而废纸回收从回收、分拣、搬运、装卸、仓储、物流、以及车辆的调度管控，跟1号货的所积累的物流资源高度匹配。
关于团队，刘闻波是连续创业者，创办的「1号货的」三年五次融资，估值过亿；联合创始人胡景军曾任媒体集团公司总经理，有200人销售团队管理经验；运营负责人刘朝村有十二年再生资源行业经验；两年的互联网+回收纸运营经验。
(系本文编辑转载，来自凤凰科技，目的在于传递更多信息，并不代表本网对其真实性负责。文章系作者个人观点，不代表投融界立场。如内容、图片有任何版权问题，请联系我们。)",凤凰网科技,A轮
“土豆教育”完成近千万美元Pre-A轮投资，由真格基金和SIG共同投资,2018年06月20日10:24,http://news.trjcn.com/detail_193667.html,"投融界今日获悉，留学语培机构“土豆教育”宣布获得近千万美元Pre-A轮投资，由真格基金和SIG共同投资。据悉，本轮融资将用于学习体系搭建、用户流量获取和产品持续投入。
土豆教育是“雅思天后”刘薇于2017年11月创立，以在线的方式为学习者提供语培服务。而在刘薇的构想中，土豆教育的版图不单单仅限于语言培训，他们想做的还有很多。前不久，刘薇向芥末堆分享了自己的创业原因，以及土豆教育的当下和未来。
 
“三假”作恶，留学语培百废待兴
创业之前，刘薇曾先后在环球雅思和小站教育担任产品与教学负责人，她亲身见证了留学语培市场的繁荣与疲软。她认为，“目前来看，这是一个百废待兴的市场。”
结合自己在留学语培市场多年的教学经历和线上线下的亲身体验，刘薇认为，这个行业的普遍痛点是存在“三假”。具体包括以下几点：
假“一对一”。大部分线下机构提供的一对一从头到尾讲的是一样的内容，而不是在衡量学生水平的基础上提供个性化定制教学服务。
假教研。真正的教研是形成一个资深的教研团队，对课程和考试的底层逻辑进行研究。然而，从目前的留学语培机构来看，大部分机构缺乏标准化的产品体系，课程内容已经老化，在过去几年并没有产品质量的实质性提升。
假进阶。机构提供的进阶课程多是为了赚取更多利润，除了课时长短外，教学内容并没有实质性的区别，毫无针对性可言。
反观线上，流量获取成为很多机构的业务重点，产品的质量得不到重视。“通过洗流量的方式在学生身上薅羊毛，赶上流量红利期，却不会做教育，这个生态就违背了初心。”刘薇说。
正因为供给端的“陈腐”，让刘薇最终选择走上了创业之路。2017年11月，土豆教育正式成立。以其最为擅长的雅思为主，刘薇希望以在线的方式提供高品质的留学考培课程。
左手教研，右手科技
 
刘薇
“做好强大的教研才能建立起我们的核心竞争力”。多年的教学经验使刘薇早已在业内积累了良好的口碑，并因押题精准被学生冠以“雅思天后”的美誉。事实上，单凭刘薇的IP优势，土豆教育在流量获取和达到预期营收上可能都不是难事。但她明白，如果没有扎实的教研体系，产品是不具有长距竞争力的。
刘薇说，纵观目前的线下留学考培机构，营收动辄十几万，实际利润却在持续下滑，原因在于没有一个良好的成本结构。获客成本、线下教学点的租金成本、人员的运营成本只高不低，机构很难将大量资金投入到教研体系中。当教学质量和用户体验得不到保证，就无法形成差异化竞争。根据刘薇以往的经验：“这个行业稍微投些钱到教研上，消费者即刻就会有反应。”
在教研体系上，土豆教育建立了一个由13位博士生组成的教研智囊团，负责课程开发和底层逻辑内容的研究。因此，在内容维度上，土豆教育的课程还包含中英思维课、标准化发音等涉及底层逻辑的方法论课程。另外，公司内部还拥有一支10人左右的全职教研团队，负责考试内容的跟踪总结和现有课程的迭代。
刘薇告诉芥末堆，教研投入目前占公司总投入的30%-40%，这也将始终是公司的业务重点。土豆教育还制定了一套将老师的教学效果和教研产出直接挂钩的支付体系，以此来激励老师的教研积极性，以保证教学内容质量。
有教研体系驱动的课程同时也需要技术的支撑。刘薇把二者比作土豆教育的左手和右手，即用深度的教研解决学生“学”的问题，再用技术产品解决学生“练”的问题。
瞄准线上红利，构建“课程+图书”产品体系
根据教育部公布的数据，2017年我国出国留学人数首次突破60万，达60.84万人。在课外培训领域，发展时间最长的留学语言培训早已是公认的“红海市场”，增量逐渐消失。
表面看来，选择在这个时间点切入留学语培行业并非绝佳时期，但刘薇看中的却是这个存量市场迎来的“第二春”。“未来留学市场的大部分需求将转移至线上，教育行业的线上化是完全不可逆的。”
刘薇认为，留学行业的服务形态已经发生改变，线下服务团队的老化将导致市场释放出来，因此留学语培还有足够的市场空间。
既然做出了创业决定，就需要思考和打磨产品。土豆教育的产品包括土豆雅思App和土豆图书出版。土豆雅思App提供在线题库、直播课程和留学咨询。目前，直播课程培训班包括大班课和1对5小班课。
 
土豆雅思新课程体系
刘薇表示，大班课是该阶段主推产品。近日，土豆教育将产品升级为“Fast 
Pass""。新的课程体系包括稳步班、快速班和极速班三种大班课，售价分别为7999、4999和4299。依据课前定位测试，学生可以选择报名不同的班级，每个班级的教学重点、课次和课时均有不同。除课程外，土豆雅思还提供能力进度跟踪、讲义寄送、口语写作批改、学习群内答疑等配套服务。
与许多老师转型在线后就全面线上化不同，刘薇仍然非常看重纸质书籍在教学过程中的重要性。她将图书出版既作为土豆教育的强项，也是其获取流量的重要渠道。在刘薇看来，图书是接触学生最前端的一个渠道，而其个人的IP效应也保证图书能够实现现象级热销。
目前，土豆图书已出版了《雅思口语全薇机经》《雅思标准词汇》《雅思写作全薇机经》《雅思全真模拟试题》《国民英语词汇》等系列丛书。据刘薇介绍，2017年图书总销量为15万册。
(系本文编辑转载，来自搜狐，目的在于传递更多信息，并不代表本网对其真实性负责。文章系作者个人观点，不代表投融界立场。如内容、图片有任何版权问题，请联系我们。)",搜狐,Pre-A轮
Back Market获4800万美元风险投资，以扩大二手电子消费品市场规模,2018年06月14日11:24,http://news.trjcn.com/detail_193610.html,"投融界获悉，巴黎创企Back Market今日宣布获4800万美元风险投资，目前二手电子消费品市场的规模正在扩大。
这家法国公司已经在美国推出了二手电子设备市场，它于三年半前成立。
 
“这轮融资不仅标志着Back 
Market的成熟，也标志着新兴二手市场的成熟。我们的目标就是打造一个二手领域的全球品牌。想要争夺全球市场的领导权，速度是关键，这轮融资能帮助我们应对这次挑战。”公司首席执行官兼联合创始人Thibaud 
Hug de Larauze说道。
本轮融资由Groupe Arnault领投，参投方包括Eurazeo、Aglaé Ventures和Daphni等现有投资人。
目前公司的融资总额已经达到了5500万美元，它在六个城市里运营，去年销售盈利达1亿美元。二手商品是其市场的主角，同时它的网站也出售平板电脑、笔记本电脑等设备。
总的来说，二手电子产品是一个巨大的市场。市场研究公司Counterpoint表示，去年美国大约有十分之一的手机是二手出售的。
“Back 
Market正通过一种颠覆性的方法来解决市场需求，这家公司的领导地位并不只是基于它优秀的商业战略，同时还得益于它是一家富有社会责任感的公司，我们很高兴能与其共事。”Daphni的合伙人兼联合创始人Pierre-Yves 
Meerschman说道。
(系本文编辑转载，来自酷辣虫，目的在于传递更多信息，并不代表本网对其真实性负责。文章系作者个人观点，不代表投融界立场。如内容、图片有任何版权问题，请联系我们。)",酷辣虫,未透露
