title,create_time,link,content,source,funding_round
En-trak获阿里巴巴香港创业者基金和中电Pre-A轮融资,2018-07-25 19:18:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329508.shtml,"智慧楼宇物联网公司 En-trak 近日宣布获得阿里巴巴香港创业者基金和 CLP Innovation Ventures Limited 的 Pre-A 轮融资。本轮融资将用于扩大其在香港和新加坡的销售团队和业务，帮助En-trak确立在新一代智能楼宇技术中的领导地位。
 
  En-trak智慧楼宇平台集合智能照控、电力、水、天然气、室内空气质量、EV充电、太阳能和风力发电，能搜集及综合不同楼宇数据，让客户管理和优化办公室和楼宇资源，协助提升工作效率及履行监管要求。2017年，En-trak在阿里巴巴香港创业者基金举办的Jumpstarter大赛上从全球600多家初创企业中脱颖而出，成为大赛获胜者之一。
 
  作为En-trak本轮融资的投资者，中电是亚太区具有领导地位的能源供应商，业务遍及香港、中国内地、印度、东南亚、台湾和澳洲，CLP Innovation Ventures 是中电控股有限公司的附属公司；阿里巴巴香港创业者基金则是公益类基金，由阿里巴巴集团设立于2015年，并委托戈壁创投为其唯一基金管理人，基金旨在活跃香港初创氛围，帮助香港创业生态的持续发展。鉴于两家投资者的行业领导地位，本次投资对En-trak 来说具有极大的战略意义。
 
  中电控股有限公司创新部高级总监柏恩司先生表示：“中电非常高兴与 En-trak 合作，为企业用户提供创新的数码化能源方案。作为阿里巴巴香港创业者基金 Jumpstarter比赛的获胜者，En-trak已经充分显示了其优良的物联网能力和技术，可以为当地和全球市场客户提供便利。”
 
  阿里巴巴香港创业者基金执行董事周骆美琪女士表示：“我们很高兴看到 En-trak 在赢得 Jumpstarter 比赛后的快速成长。我们亦很欣喜，Jumpstarter 的主要赞助商中电也加入与我们一同支持 En-trak。好的创意和产品需要时间和外部支持才能得到更好发展，我们希望看到更多的香港公司加入我们，扶持初创企业，共同帮助香港转型为领先的创新中心。”
 
  En-trak 的创始人兼首席执行官周光明博士表示：“我们的愿景是利用科技为亚洲及其他地区建设更加可持续的未来，与阿里巴巴香港创业者基金和中电的战略合作伙伴关系将为这一愿景更上一层楼。”",投中网,Pre-A轮
用比特币、以太币作为抵押贷款，数字资产借贷创企BlockFi获5250万美元融资,2018-07-25 15:46:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329499.shtml,"由于加密货币价格会通过评估它们所带来的挑战而变得非常不稳定，所以很难知道何时或为何要出售。
 
  于是，市场上出现了加密资产支持贷款，虽然只占少数，但越来越多的相关创企开始涌现。这一想法是向那些不想减持他们资产，但又不想把资产大部分都绑定在加密货币上的加密货币持有人提供贷款。
 
  Lendingblock就是这样一家公司。这家来自伦敦的创企，让加密资产的持有者可以将资产借出，并从中获得利息。其他类似创企还包括CoinLoan，一家来自爱沙尼亚的公司，它正试图通过ICO来筹集资金；Nexo，一家总部位于瑞士的平台，由一家名为Credissimo的保加利亚消费金融公司提供支持；SALT Lending，一家位于丹佛的公司，它于今年早些时候开始提供加密贷款。最近它告知美国银行家，它已经完成了4000万美元的贷款，并且没有亏损。这家公司的创始人Blake Cohen，将自己描述为“区块链牛仔”。
 
  不过，如果在这个新世界中有一个值得关注的话，那可能会是BlockFi，一家拥有12年历史、总部位于纽约的非银行贷款机构。它在今年早些时候的种子轮融资中，从ConsenSys Ventures、SoFi和Kenetic Capital手中，获得了约150万美元的投资。而就在今天，该公司悄然宣布获得了大规模资金注入——5250万美元，此次融资由知名投资人Mike Novogratz创立的数字货币和区块链技术公司Galaxy Digital Ventures领投。
 
  其中大部分资金（5000万美元）将用于向BlockFi的客户贷款。其余的（250万美元）则是Galaxy及其早期支持者（包括ConsenSys）对该公司的股权投资。
 
  创始人Zac Prince拥有消费者贷款的背景，最近在Cognical（现为Zibby）担任高级副总裁。他还在经纪商Orchard Platform担任副总裁。
 
  他讲述了BlockFi的起源。Prince于2016年初开始亲自投资加密货币，并开始参加相关活动。正是在那里，他“看着人群从纯粹的计算机科学家和无政府主义者变成了风险投资者和银行家。”
 
  事实上，他也正在因为一项投资产权而进行借贷。他没有使用传统银行，而是决定列出他的加密资产，看看会发生什么，显而易见，反应是非常热烈的。他说：“我突然意识到，在一些交易所人对人保证金贷款之外，并没有债务或信贷，我觉得这是一个很好的机会。”
 
  显然，Novogratz也表示赞同。前美国银行总经理Rene van Kesteren也是如此，他在5月加入BlockFi作为其首席风险官之前，经营了一家七人股权结构融资业务。
 
  目前，BlockFi允许投资者使用比特币或以太币作为抵押品，获得高达1000万美元的贷款。
 
  Prince没有透露该公司向零售业、企业和机构客户提供了多少贷款。不过，他的确指出这个数字是“七位数”，并半开玩笑地说，今天晚些时候可能会变成“八位数”。",猎云网,未透露
斑马星空完成1300万元天使轮融资，东方新创领投,2018-07-25 10:43:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329484.shtml,"7月24日独家消息，猎云网此前报道的艺术教育平台斑马星空近日完成1300万元天使轮融资，由新东方旗下东方新创领投，如川资本和脉脉CEO林凡跟投。创始人兼CEO李伟表示此轮融资主要用在教研以及团队扩充方面。东方新创为新东方旗下基金，布局在线教育产业链投资。李伟表示，新东方在教育领域的深厚积累能给斑马星空更多专业性的帮助；如川资本在文创领域的广泛人脉和杰出口碑，也能为斑马星空提供更多助力。
 
  东方新创执行董事张铁铮表示，“中国社会面临的消费升级核心在于生活方式的升级，艺术对于生活品质的正向影响，必将逐渐被更多国人所认知。我们看重斑马星空团队对艺术教育市场变化的独到理解和综合实力，希望他们可以用互联网的方式让更多人通过兴趣触达艺术教育，拥有更加色彩斑斓的人生。”
 
  如川资本执行董事戎欣彤也是一个资深的美学爱好者，“第一次接触到斑马星空的产品是他们的《24节气水彩画》系列课程，斑马星空团队由衷地热爱中国传统文化及美学，我们也希望他们能结合互联网将这些趣味性和知识性相结合的课程更便利地提供给新一代的父母及孩子。”
 
  据了解，斑马星空于2017年10月上线，目前已积累近4万名用户。课程方面，斑马星空涵盖美术，书法，音乐三个大的品类，以及摄影，插花，手工等小品类，最新的架子鼓，尤克里里，声乐以及国画课程也将于近期上线。COO刘天然介绍，目前课程数量将近500节。目前该平台依托微信小程序提供服务，未来会考虑开发APP。
 
  儿童课方面，斑马星空主要针对4-12岁儿童做付费在线教育，采取直播+录播的小班课形式。目前班型分1对1、4人班、8人班，用户按年付费，包括40节课，每节课时长1.5-2个小时，课后老师会给予1对1点评，后期持续社群运营，进行答疑解惑，毕业之后会为用户举行画展。
 
  而针对成年人则主要采取知识付费形式。“我们要做艺术教育领域的‘网易严选’，想学基础课程就选择我们，面向小白用户，帮助他们完成从小白到一个爱好者之间的转变。”李伟表示。
 
  谈及差异化，李伟表示，艺术教育不同于通识类教育，如果老师不够专业、手上功夫没达到的话其实是不能提供优质教学的。斑马星空的全职老师至少有10年教学经验，均为中央美院、中国美院等专业院校毕业，除此之外，还有儿童心理学方面的团队为学员提供后续服务。
 
  刘天然表示，目前教学课件已经完成标准化，新入职的老师都会经过统一培训。李伟表示，因为学习音乐的用户多以考级为目的，因此会招聘中国音乐学院指定的考级评委、指定定点单位的音乐老师等相关师资。
 
  “做教育，你不仅要服务好学生还得服务好老师。”李伟表示。因此斑马星空近期还上线了两个新产品，其一为“新美学100人”，主要采访艺术家、教育家，帮助老师打造影响力。
 
  另外一个则是“十一光年”，即针对成年人的涂色绘本小程序产品。
 
  “希望帮艺术家做合作分成，给他的作品一个变现渠道”，李伟说道，“艺术最核心的是艺术家，新美学100人在于打造艺术家的经纪，十一光年则是打造艺术作品的经纪。”
 
  十一光年上线不到一周，目前用户已经过万，提交作品超过7000幅，预计下半年总用户突破百万。
 
  目前斑马星空团队将近30人，预计年底会突破100人。创始人兼CEO李伟，清华大学计算系系毕业，13年互联网工作经验，曾就职于网易公司，人人公司，e代驾CTO。有丰富的互联网产品技术，流量变现以及大型团队管理经验；联合创始人兼COO刘天然，中国人民大学艺术学院毕业，13年互联网工作经验，曾就职于搜狐网、搜狐视频，人人公司，e代驾设计总监，e保养产品副总裁。有丰富的互联网用户体验、产品架构，团队管理经验。资深设计师，对于设计产业、艺术美学行业有着深刻的理解，且有着丰富的资源人脉。",猎云网,轮
聚芯微电子完成数千万元A轮融资,2018-07-25 09:56:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329478.shtml,"7月25日消息，ToF传感器芯片及3D视觉方案提供商聚芯微电子宣布完成数千万元A轮融资，该轮投资由五岳华诺、长安私人资本及春晓东科于2017年联合完成。此轮融资将主要用于ToF传感器芯片的量产化，同时推进3D视觉技术在诸多人工智能场景的应用与落地。据悉，聚芯微电子自2016年初成立以来，已完成3轮累计4000万元的融资。
 
  聚芯微电子面向消费电子、人工智能和汽车电子等领域，提供高性能混合信号芯片及其解决方案。公司目前拥有ToF 3D传感、传感器信号调理和智能音频等多条产品线，其高性能传感器信号调理芯片已在消费类和汽车级市场实现批量出货。有别于传统的彩色摄像头，3D视觉技术通过对空间的感知与重构，可以为影像带来3维的深度信息，在人脸识别、AR/VR、机器人的自动路径规划以及无人驾驶等人工智能应用领域发挥重要作用。",亿欧网,A轮
艾鲁猫获掌阅文学旗下轻漫文化数百万元天使轮融资,2018-07-25 09:51:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329476.shtml,"杭州艾鲁猫文化艺术有限公司（以下简称：艾鲁猫）获得数百万人民币天使轮融资，投资方为掌阅文学旗下杭州轻漫文化创意有限公司。据创始人兼总经理郭海可透露，本轮融资将用于漫画的前期制作和团队扩充。
 
  艾鲁猫成立于2017年6月，是一家专注于漫画制作的公司。近一年来，艾鲁猫制作的漫画在20部左右，与多家公司合作，在多个漫画平台上架。
 
  其中，艾鲁猫跟轻漫文化合作的漫画《我的微信连三界》上线仅 17 话，在单平台点击量就接近8000w，收藏破35w，评分9.4分。与轻漫文化合作的另一部漫画《少帅你老婆又跑了》，单平台点击量7700w，长期保持在腾讯动漫畅销榜上。",猎云网,轮
解决小企业会计和工资管理问题，ScaleFactor获1000万美元A轮融资,2018-07-25 09:38:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329468.shtml,"ScaleFactor是一家销售会计和工资管理软件即服务的公司，它在新一轮融资中获得了1000万美元的A轮投资。该公司希望利用这笔新资金扩大其销售和营销工作。
 
  这家总部位于奥斯汀的公司由资深会计师Kurt Rathmann创立，该公司创建了一个软件服务，收集和分析来自销售点系统、银行账户、信用卡和计费系统的数据，从而实现记录保存和工资单功能的自动化。
 
  曾是毕马威会计事务所雇员的Rathmann，在看到后台功能缺乏创新后创办了ScaleFactor，这些后台功能是小型企业的引擎。
 
  “围绕技术堆栈，会计和财务缺乏最多，”Rathmann说。于是他离开了毕马威，于2014年在奥斯汀的车库里创办了ScaleFactor Consulting。
 
  经过几年挨家挨户找出小企业所需的会计软件解决方案，ScaleFactor开发了API工具包和管理软件。
 
  从TechStars奥斯汀加速器毕业后，该公司在种子融资轮中获得了250万美元，投资者包括TechStars Ventures、NextCoast Ventures和两家位于堪萨斯城的投资公司——Firebrand Ventures和Flyover Capital。
 
  虽然最初的服务业务具有很大的价值，并且已经吸引了大量的小企业，但Rathmann及其新的投资者（Canaan Partners、Citi Ventures和Broadhaven Capital），都在ScaleFactor身上看到了更大的机遇。
 
  随着该公司逐步走入全国各地的小企业运作，ScaleFactor可以作为小型企业借贷者无懈可击的信息来源。通过洞察（和控制）工资管理、工资支付、现金审批、现金会计，以及预测现金流量的能力（包括兼职员工的发票和税务管理），ScaleFactor将能够提供贷款服务，为公司发展扫清障碍。
 
  “簿记和会计确实是核心，”Canaan Partners的负责人Michael Gilroy表示。
 
  Gilroy表示，虽然Square已经进入贷款服务领域（现在正在寻求银行牌照），并通过销售点设备了解公司的收入，但像ScaleFactor这样的公司可以更全面地了解企业的健康状况。
 
  配备这些信息的ScaleFactor软件可以做一些事情，比如提示企业主每月需要达到的收入目标或建议贷款选项以弥补不足，这可以更好地帮助企业主处理中断问题。
 
  “随着我们的基础建立，A轮融资中的很大一部分是我们如何通过簿记和会计为企业主提供支持。我们看到许多机会可以进一步提供帮助，我们的下一步将包括贷款、支付和许多其他活动，让企业主/运营商专注于推动业务发展，”Rathmann在一封电子邮件中写道。",猎云网,A轮
免费实时开支追踪平台Divvy公司获3500万美元B轮融资,2018-07-25 09:27:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329465.shtml,"开支追踪软件初创公司Divvy今天宣布，已经募集了由纽约私募股权和风险投资公司 Insight Venture Partners主投的3500万美元B轮融资。这个总部位于犹他州Lehi的创业公司筹集的资金总额已经达到了5700万美元。
 
  鉴于Divvy在六个月前推出了第一款测试产品，因此新注入的资金非常值得注意。在犹他州的初创公司中，能够在创立不久就筹集这么多资金并不多见。作为参考，另一家位于Lehi的B2B创业公司Podium在经营了大约三年后才筹集了3200万美元的资金。
 
  Divvy从另一款软件Venmo获得灵感创建了这一开支追踪平台，员工可以向老板发送支出请求，并实时通过app或pc客户端获得批准。如此一来，就无需员工在月底提交费用使用账目。Divvy与Wex银行合作发行Divvy联名的万事达卡，并且通过削减交易的中介费来盈利。
 
  与传统的B轮融资方式不同，Divvy在募集了1050万美元两个月以后，在募资700万美元6个月后，准备在最近进行B轮融资。Divvy联合创始人兼首席执行官Blake Murray在VentureBeat的电话采访中表示，早在推出产品之前，Divvy过去几个月就一直与Insight保持有联系。Insight在终止了一笔63亿美元的投资后，有大量现金可以进行投资。
 
  Murray说：“‘Insight’在培育高增长公司方面有非常多成功的经验，我们觉得‘Insight’可以帮助我们成为一家高增长公司。”
 
  Insight Venture Partners的Jeff Lieberman在一份新闻稿中表示：“我们很高兴能与Divvy合作，将公司花销追踪从被动转变为一个主动的流程。”
 
  目前，已经有700多家公司在Divvy注册成为其客户。但是，Divvy是免费使用的，因此对公司持久力的真正考验将是客户坚持使用Divvy的时间。Murray表示，在Divvy公开发布大约六个月内，有不到1%的客户停止使用。
 
  Murray还表示，该公司计划利用新一轮融资，在加利福尼亚建立一个除犹他州以外第一个区域销售团队，与此同时还会扩张其产品，营销和工程团队。Murray告诉VentureBeat，Divvy目前每月花费大约6万美元用于营销，可以肯定的是，这个预算在会在未来几个月还会增加。
 
  其他投资者包括犹他州的Pelion Ventures，以及天使投资人——两家历史悠久的犹他州科技公司的首席执行官Domo和Pluralsigh。
 
  Divvy目前拥有70多名全职员工。",猎云网,B轮
实现保险理赔流程自动化，Metromile获9000万美元E轮融资,2018-07-25 09:23:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329463.shtml,"Metromile是一个可以让司机根据他们驾驶的实际时间进行保险付款的汽车保险平台，该平台已经在由保险巨头Tokio Marine Holdings和Intact Financial共同领投的一系列E轮融资中获得了9000万美元的融资。同时参与融资的公司还有NEA，Index Ventures，Future Fund和Section 32。
 
  Metromile成立于2011年，他们向司机们提供一种名为Metromile Pulse的设备用于记录车辆的实际行驶时间。根据记录的时间，Metromile会为驾驶员提供量身定制的保险计划，使得兼职司机只需按实际驾驶时间来支付保险费用，这对于优步等打车服务公司来说非常有用。
 
  在此之前，Metromile获得了大约2亿美元的融资，其中包括几年前1.91亿美元的巨额资金。凭借其最新的现金注入，Metromile计划扩大服务并加倍其在人工智能领域的投资。
 
  去年7月，Metromile推出了Ava，这是一个利用汽车传感器数据来现场校验保险理赔的自动化助手。据该公司称，Ava可以利用来自Pulse的数据以重建事故现场，从而确定事故情况，并可在几秒钟内自动确认支付保险赔款。
 
  “这项投资使我们能够推进传感器和自动化的应用，为Metromile客户提供世界上最便捷的保险理赔体验，同时降低汽车保险成本，并将技术应用到保险业的最前沿，”Metromile首席执行官Dan Preston表示。
 
  自2016年收购保险公司以来，该公司就已经确立了自己的保险政策。今天，Metromile公司活跃于美国的八个州，其中包括加利福尼亚州，新泽西州，华盛顿州和亚利桑那州。",猎云网,E轮
塔吉瑞完成数千万元Pre-A轮融资,2018-07-25 09:20:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329462.shtml,"7月24日，抗癌创新药物研发企业深圳塔吉瑞生物医药有限公司宣布，公司已于日前成功完成数千万元人民币Pre-A 轮融资。本轮融资由深圳市创新投资集团有限公司、Spring Seed Group Limited、珠海众乐、深圳乾鑫等投资机构共同完成。
 
  本次募集资金将主要用于支持治疗慢性粒细胞白血病和非小细胞肺癌项目产品进入临床研究，以及其他靶向抗癌新产品的研究开发等。",亿欧网,Pre-A轮
涂鸦智能完成2亿美元C轮融资 中金硅谷基金、宽带资本等投资,2018-07-25 08:18:00,https://www.chinaventure.com.cn/cmsmodel/news/detail/329447.shtml,"7月24日晚间消息，涂鸦智能（TuyaSmart）宣布于近期完成近2亿美元C轮融资，由澳大利亚主权财富基金未来基金、NEA、中金硅谷基金、宽带资本等机构投资。
 
  本轮所募资金将主要用于两个领域：AI+IoT技术的持续迭代，以及落地智能家居、智能商业生态、智慧城市等终端用户场景，持续扶持超过10万家企业实现全球智能化。
 
  涂鸦智能成立于2014年6月，是一家全球化智能平台。为了满足消费者、制造品牌、OEM厂商和零售商的智能化需求，涂鸦智能为客户提供了一站式人工智能物联网的解决方案，涵盖了智能模块的接入、物联网云服务以及APP软件开发。
 
  截至2017年B轮公布时的数据，涂鸦智能平台已覆盖包含中国、美国、欧洲、中东、东盟等在内的近200个国家和地区；智能产品销往100多个国家和地区，服务全球超过10000家客户，为近11000款智能产品提供智能化解决方案；日处理设备请求量超过200亿次，日语音AI交互600万次，累计数据量达到1PB。
 
  涂鸦智能创始人兼CEO王学集称，涂鸦智能自始至终在做的只有一件事，即为B端赋能。这里的B端可以是传统硬件厂商，可以是要推出智能硬件的互联网公司，也可以是想落地智慧城市的各国政府；而赋能则是通过技术手段不断满足以上客户的各类需求。
 
  他强调到，涂鸦智能是一家技术驱动的智能化平台，以下图为例，过去3年涂鸦智能一直在完善自身基础业务，打好根基。相比传统厂商至少需要半年的开发周期，涂鸦智能去年时将这个时间缩短到了8小时，而今年涂鸦智能最快只需要1小时就能完成一款免开发的电工照明类解决方案；在云端，涂鸦智能云在不断迭代AI算法，尤其是语音交互上，平台积累了海量数据。",新浪科技,C轮
